id,family_id,split,style,question,intent,skill,entities,expected_action,backend_sources,response_strategy,must_do,must_not,clarification_question,notes
INSTALL_001-02,INSTALL_001,train,no_accent,Mua dieu hoa co bao lap dat khong?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-03,INSTALL_001,train,slang,mua dieu hoa có bao lắp đặt ko?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-04,INSTALL_001,train,natural,Lắp điều hòa cần thêm những vật tư gì?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-05,INSTALL_001,train,no_accent,Lap dieu hoa can them nhung vat tu gi?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-06,INSTALL_001,train,slang,lắp dieu hoa cần thêm những vật tư gì?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-07,INSTALL_001,train,natural,Ống đồng tính tiền thế nào?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-08,INSTALL_001,train,no_accent,Ong dong tinh tien the nao?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-09,INSTALL_001,train,natural,Bên mình có tháo điều hòa cũ không?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-10,INSTALL_001,train,no_accent,Ben minh co thao dieu hoa cu khong?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-11,INSTALL_001,train,slang,bên mình có tháo dieu hoa cũ ko?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-12,INSTALL_001,train,natural,Mua bình nóng lạnh có hỗ trợ lắp không?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-13,INSTALL_001,train,no_accent,Mua binh nong lanh co ho tro lap khong?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
INSTALL_001-14,INSTALL_001,train,slang,mua bình nóng lạnh có hỗ trợ lắp ko?,INSTALLATION,,"{""category"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_INSTALLATION_POLICY,"[""INSTALLATION_POLICY"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Return current verified installation policy/pricing.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-01,SHIP_001,train,natural,Shop có giao hàng Hà Nội không?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-02,SHIP_001,train,no_accent,Shop co giao hang Ha Noi khong?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-03,SHIP_001,train,slang,shop có giao hàng hà nội ko?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-04,SHIP_001,train,natural,Bao lâu thì nhận được hàng?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-05,SHIP_001,train,no_accent,Bao lau thi nhan duoc hang?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-06,SHIP_001,train,slang,bao lâu thì nhận dc hàng?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-07,SHIP_001,train,natural,Có ship tỉnh không?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-08,SHIP_001,train,no_accent,Co ship tinh khong?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-09,SHIP_001,train,slang,có ship tỉnh ko?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-10,SHIP_001,train,natural,Phí vận chuyển bao nhiêu?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-11,SHIP_001,train,no_accent,Phi van chuyen bao nhieu?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-12,SHIP_001,train,slang,phí vận chuyển bn?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-13,SHIP_001,train,natural,Mua TV 75 inch có giao tận nhà không?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-14,SHIP_001,train,no_accent,Mua TV 75 inch co giao tan nha khong?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
SHIP_001-15,SHIP_001,train,slang,mua tv 75 inch có giao tận nhà ko?,SHIPPING,,"{""location"": ""extract_if_present"", ""product"": ""resolve_if_present""}",GET_SHIPPING_POLICY_OR_QUOTE,"[""SHIPPING_SERVICE"", ""POLICY_DB""]",POLICY_OR_QUOTE,"[""If fee/time depends on address and address is missing, ask for the minimum required location detail.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-01,WARRANTY_001,train,natural,Daikin FTKB35 bảo hành bao lâu?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-02,WARRANTY_001,train,no_accent,Daikin FTKB35 bao hanh bao lau?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-03,WARRANTY_001,train,natural,Máy nén con này bảo hành mấy năm?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-04,WARRANTY_001,train,no_accent,May nen con nay bao hanh may nam?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-05,WARRANTY_001,train,natural,Có bảo hành tại nhà không?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-06,WARRANTY_001,train,no_accent,Co bao hanh tai nha khong?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-07,WARRANTY_001,train,slang,có bảo hành tại nhà ko?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-08,WARRANTY_001,train,natural,Tủ lạnh Panasonic được bảo hành thế nào?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-09,WARRANTY_001,train,no_accent,Tu lanh Panasonic duoc bao hanh the nao?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-10,WARRANTY_001,train,slang,tu lanh panasonic dc bảo hành thế nào?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-11,WARRANTY_001,train,natural,TV Sony này bảo hành chính hãng không?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-12,WARRANTY_001,train,no_accent,TV Sony nay bao hanh chinh hang khong?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
WARRANTY_001-13,WARRANTY_001,train,slang,tv sony này bảo hành chính hãng ko?,WARRANTY,,"{""product"": ""resolve"", ""component"": ""extract_if_present""}",GET_VERIFIED_WARRANTY,"[""WARRANTY_DB"", ""PRODUCT_DB""]",POLICY_ANSWER,"[""Distinguish whole-product vs component warranty if data supports it.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-01,RETURN_001,train,natural,Shop có đổi trả không?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-02,RETURN_001,train,no_accent,Shop co doi tra khong?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-03,RETURN_001,train,slang,shop có đổi trả ko?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-04,RETURN_001,train,natural,Mở hộp rồi có đổi được không?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-05,RETURN_001,train,no_accent,Mo hop roi co doi duoc khong?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-06,RETURN_001,train,slang,mở hộp rồi có đổi dc ko?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-07,RETURN_001,train,natural,Hàng lỗi thì đổi thế nào?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-08,RETURN_001,train,no_accent,Hang loi thi doi the nao?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-09,RETURN_001,train,natural,Tôi mua nhầm model có đổi được không?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-10,RETURN_001,train,no_accent,Toi mua nham model co doi duoc khong?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-11,RETURN_001,train,slang,tôi mua nhầm model có đổi dc ko?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-12,RETURN_001,train,natural,Sản phẩm bị móp khi giao thì xử lý thế nào?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
RETURN_001-13,RETURN_001,train,no_accent,San pham bi mop khi giao thi xu ly the nao?,RETURN_EXCHANGE,,"{""scenario"": ""extract""}",GET_RETURN_POLICY,"[""POLICY_DB""]",POLICY_ANSWER,"[""Use current policy; if scenario needs human handling, provide escalation path.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
AFTER_001-01,AFTER_001,validation,natural,Điều hòa mới mua mà không mát thì làm sao?,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-02,AFTER_001,validation,no_accent,Dieu hoa moi mua ma khong mat thi lam sao?,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-03,AFTER_001,validation,slang,dieu hoa mới mua mà ko mát thì làm sao?,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-04,AFTER_001,validation,natural,Máy giặt rung mạnh khi vắt,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-05,AFTER_001,validation,no_accent,May giat rung manh khi vat,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-06,AFTER_001,validation,slang,may giat rung mạnh khi vắt,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-07,AFTER_001,validation,natural,Tủ lạnh bị đọng nước,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-08,AFTER_001,validation,no_accent,Tu lanh bi dong nuoc,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
AFTER_001-09,AFTER_001,validation,slang,tu lanh bị đọng nước,AFTER_SALES,,"{""product_category"": ""extract"", ""symptom"": ""extract""}",BASIC_DIAGNOSTIC_AND_ESCALATE,"[""KNOWLEDGE_DB"", ""SERVICE_POLICY""]",SAFE_TROUBLESHOOTING,"[""Give only safe basic checks and advise service escalation where appropriate.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not instruct unsafe electrical disassembly.""]",,
